title,authors,year,doi,journal
Repeated Electromagnetic Induction Surveys for Determining Subsurface Hydrologic Dynamics in an Agricultural Landscape,"Zhu, Qing , Lin, H., and Doolittle, J.  ",2010,10.2136/sssaj2010.0055,"Soil Science Society of America Journal, "
Simplified Multistep Outflow Method to Estimate Unsaturated Hydraulic Functions for Coarse-textured Soils.,"Nasta, P., Huynh, S., and Hopmans, J.W.  ",2011,10.2136/sssaj2010.0113,Soil Sci. Soc. Amer. J.
Human-soil relations are changing rapidly: Proposals from SSSA's cross-divisional soil change working group,"Richter, DD; Bacon, AR; Mobley, LM; Richardson, CJ; Andrews, SS; West, L; Wills, S; Billings, S; Cambardella, CA; Cavallaro, N; DeMeester, JE; Franzluebbers, AJ; Grandy, AS; Grunwald, S; Gruver, J; Hartshorn, AS; Janzen, H; Kramer, MG; Ladha, JK; Lajtha, K; Liles, GC; Markewitz, D; Megonigal, PJ; Mermut, AR; Rasmussen, C; Robinson, DA; Smith, P; Stiles, CA; Tate, RL; Thompson, A; Tugel, AJ; Es, HV; Yaalon, D; Zobeck, TM ",2011,10.2136/sssaj2011.0124,Soil Science Society of America Journal
Three Principles of Soil Change and Pedogenesis in Time and Space,Henry Lin ,2011,10.2136/sssaj2011.0130,"Soil Science Society of America Journal, "
“The Changing Model of Soil” Revisited,"Richter, Daniel deB., and Dan H. Yaalon ",2012,10.2136/sssaj2011.0407,Soil Science Society of America Proceedings
Impacts of Sampling Dissolved Organic Matter with Passive Capillary Wicks Versus Aqueous Soil Extraction.,"Perdrial J.N., Perdrial N., Harpold A., Gao X., Gabor R., LaSharr K., and Chorover J. ",2012,10.2136/sssaj2012.0061,"Soil Science Society of America Journal, "
Impacts of Sampling Dissolved Organic Matter with Passive Capillary Wicks Versus Aqueous Soil Extraction.,"Perdrial J.N., Perdrial N., Harpold A., Gao X., Gabor R., LaSharr K., and Chorover J. ",2012,10.2136/sssaj2012.0061,"Soil Science Society of America Journal, "
Experimental Assessment of Passive Capillary Wick Sampler Suitability for Inorganic Soil Solution Constituents,"Perdrial J.N., Perdrial N., Vazquez-Ortega A., Porter C., Leedy J., and Chorover J. ",2014,10.2136/sssaj2013.07.0279,Soil Science Society of America Journal
A Three-dimensional View of Nutrient Hotspots in a Sierra Nevada Forest Soil.,"Johnson, D.W., C. Woodward, M.W. Meadows.  ",2014,10.2136/sssaj2013.08.0348nafsc,Soil Science Society of America Journal
"Controls on soil carbon stocks in El Yunque National Forest, Puerto Rico","Johnson A.H.,  Hao Xing Xing, Scatena F.N. ",2014,10.2136/sssaj2014.05.0199,SSSAJ
Frequency and Control of Subsurface Preferential Flow: From Pedon to Catchment Scales,Liu Hu and Henry Lin  ,2015,10.2136/sssaj2014.08.0330,"Soil Science Society of America Journal, Vol. "
Mineralogical Transformations and Soil Development in Shale across a Latitudinal Climosequence,"Dere Ashlee L., Timothy S. White, Richard April, and Susan L. Brantley ",2016,10.2136/sssaj2015.05.0202,"Soil Science Society of America,  "
Topographic and geologic controls on soil variability in California's Sierra Nevada Foothill Region,"Beaudette, D.E., O’Geen, A.T.  ",2016,10.2136/sssaj2015.07.0251,Soil Science Society of America Journal. 
Potential for iron reduction increases with rainfall in montane basaltic soils of Hawaii,"Hodges, C., E. King, J. Pett-Ridge, A. Thompson ",2018,10.2136/sssaj2017.06.0193,Soil Science Society of America Journal
Potential for iron reduction increases with rainfall in montane basaltic soils of Hawaii,"Hodges, C., E. King, J. Pett-Ridge, A. Thompson ",2018,10.2136/sssaj2017.06.0193,Soil Science Society of America Journal
Water flow modeling with dry bulk density optimization to determine hydraulic properties in mountain soils,"Fullhart, A.T., Kelleners, T.J., Chandler, D.G., McNamara, J.P., and M.S. Seyfried ",2018,10.2136/sssaj2017.06.0196,Soil Science Society of America Journal
Understanding Critical Zone Evolution through Predicting the Three-Dimensional Soil Chemical Properties of a Small Forested Catchment,"Shepard C., Schaap M.G., Chorover J., Rasmussen C. ",2018,10.2136/sssaj2018.03.0119,Soil Science Society of America Journal
"Lithologic, Climatic and Depth Controls on Critical Zone Transformations","TIAN, Z., P.C. HARTSOUGH and A.T. O’GEEN ",2019,10.2136/sssaj2018.03.0120,"Soil Science Society of America Journal, "
How to estimate statistically detectable trends in a time series: A study of soil carbon and nutrient concentrations at the Calhoun LTSE,"Mobley, M.L., Y. Yang, R.D. Yanai, K.A. Nelson, A.R. Bacon, P.R. Heine, and D.D. Richter ",2019,10.2136/sssaj2018.09.0335,Soil Science Society of America Journal
Soil CO2 and O2 concentrations illuminate the relative importance of weathering and respiration to seasonal soil gas fluctuations,"Hodges, Caitlin, Hyojin Kim, Susan L. Brantley, Jason Kaye ",2019,10.2136/sssaj2019.02.0049,Soil Science Society of America Journal (accepted)
Temporal stability of soil moisture spatial pattern and subsurface preferential flow pathways in the Shale Hills Catchment.,"Lin, H.S.  ",2006,10.2136/vzj2005.0058,Vadose Zone Journal
Evapotranspiration partitioning in a semiarid woodland: ecohydrological heterogeneity and connectivity in vegetation patches,"Newman B.D., Breshears D.D., and Gard M.O.  ",2010,10.2136/vzj2009.0035,"Vadose Zone Journal, "
"Mineralogic and Geochemical Changes from Alteration of Granitic Rocks, Boulder Creek Catchment, Colorado.","Dethier, D.P. and Bove, D.J.  ",2011,10.2136/vzj2010.0106,Vadose Zone Journal
"Seismic constraints on critical zone architecture, Boulder Creek Watershed, Colorado","Befus, K.M., Sheehan, A.F., Leopold, M., Anderson, S.P., and Anderson, R.S ",2011,10.2136/vzj2010.0108er,Vadose Zone Journal
Controls and Frequency of Preferential Flow Occurrence: A 175-event Analysis.,"Graham, C., and Lin, H.S.  ",2011,10.2136/vzj2010.0119,Vadose Zone Journal
Quantifying Solute Transport at the Shale Hills Critical Zone Observatory,"Kuntz, B., Rubin, S., Berkowitz, B., and Singha, K.  ",2011,10.2136/vzj2010.0130,Vadose Zone Journal
Stream water chemistry along an elevation gradient from the Continental Divide to the Foothills of the Rocky Mountains.,"Williams, M.W., Barnes, R.T., Parman, J.N., Freppez, M., and Hood, E.W. ",2011,10.2136/vzj2010.0131,Vadose Zone Journal
"How Water, Carbon, and Energy Drive Critical Zone Evolution: The Jemez-Santa Catalina Critical Zone Observatory.","Chorover J., Troch P.A., Rasmussen C., Brooks P., Pelletier J., Breshears D.D., Huxman T., Lohse K., McIntosh J., Meixner T., Papuga S., Schaap M., Litvak M., Perdrial J. Harpold A., and Durcik M.  ",2011,10.2136/vzj2010.0132,Vadose Zone Journal
"Opening the ""Black Box"": Water Chemistry Reveals Hydrological Controls on Weathering in the Susquehanna Shale Hills Critical Zone Observatory.","Jin, L., Andrews, D.M., Holmes, G.H., Lin, H., and Brantley, S.L.  ",2011,10.2136/vzj2010.0133,Vadose Zone Journal
Temporal Dynamics of Soil Moisture Spatial Variability in the Shale Hills Critical Zone Observatory.,"Takagi, K. and H.S. Lin.  ",2011,10.2136/vzj2010.0134,Vadose Zone Journal
Hot Spots and Hot Moments of Dissolved Organic Carbon Export and Soil Organic Carbon Storage in the Shale Hills Critical Zone Observatory.,"Andrews, D.M., H. Lin, Q. Zhu, L. Jin, S.L. Brantley. ",2011,10.2136/vzj2010.0149,Vadose Zone Journal
Soil Moisture Response to Snowmelt and Rainfall in a Sierra Nevada Mixed-Conifer Forest.,"Bales, R.C., Hopmans, J., O'Geen, A.T., Meadows, M., Hartsough, P.C., Kirchner, P., Hunsaker, C.T., Beaudette, D.  ",2011,10.2136/vzj2011.0001,"Vadose Zone J., "
Interdisciplinary Sciences in a Global Network of Critical Zone Observatories.,"Lin, H., Hopmans, J. W., Richter, D. deB. ",2011,10.2136/vzj2011.0084,Vadose Zone Journal
Interdisciplinary Sciences in a Global Network of Critical Zone Observatories.,"Lin, H., Hopmans, J. W., Richter, D. deB. ",2011,10.2136/vzj2011.0084,Vadose Zone Journal
Interdisciplinary Sciences in a Global Network of Critical Zone Observatories.,"Lin, H., Hopmans, J. W., Richter, D. deB. ",2011,10.2136/vzj2011.0084,Vadose Zone Journal
Response to Comment on Soil moisture response to snowmelt and rainfall in a Sierra Nevada mixed-conifer forest,"Hopmans, J.W., R.C. Bales, A.T. O'Geen, C.T. Hunsaker, D. Beaudette, P.C. Hartsough, A. Malazian, P. Kirchner, and Meadows, M. ",2012,10.2136/vzj2012.0004r,Vadose Zone Journal.
Spatiotemporal patterns of water stable isotope compositions at the Shale Hills Critical Zone: Linkages to subsurface hydrologic processes.,"Thomas, Evan M., Henry Lin, Christopher J. Duffy, Pamela L. Sullivan, George H. Holmes, Susan L. Brantley and Lixin Jin ",2013,10.2136/vzj2013.01.0029,Vadose Zone Journal
Response of three soil water sensors to variable solution electrical conductivity in different soils.,"Kargas, G., Kerkides, P., and M. Seyfried ",2014,10.2136/vzj2013.09.0169,Vadose Zone Journal
Fractionation of Dissolved Organic Matter by (Oxy)Hydroxide-Coated Sands: Competitive Sorbate Displacement during Reactive Transport,"Vazquez-Ortega A., Hernandez-Ruiz S., Amistadi M.K., Rasmussen C., Chorover J. ",2014,10.2136/vzj2013.10.0179,Vadose Zone Journal
Quantifying Topographic and Vegetation Effects on the Transfer of Energy and Mass to the Critical Zone,"Rasmussen C., Pelletier J.D., Troch P.A., Swetnam T.L., and Chorover J. ",2015,10.2136/vzj2014.07.0102,Vadose Zone Journal
"Critical Zone Services: Expanding Context, Constraints, and Currency beyond Ecosystem Services","Field J.P., Breshears D.D., Law D.J., Villegas J.C., López-Hoffman L., Brooks P.D., Chorover J., Barron-Gafford G.A., Gallery R.E., Litvak M.E., Lybrand R.A., McIntosh J.C., Meixner T., Niu G-Y., Papuga S.A., Pelletier J.D., Rasmussen C.R., and Troch P.A ",2015,10.2136/vzj2014.10.0142,Vadose Zone Journal
Spatiotemporal patterns of soil matric potential in the Shale Hills Critical Zone Observatory,"Yu, H., P. Yang, and H.S. Lin ",2015,10.2136/vzj2014.11.0167,"Vadose Zone Journal, Vol "
Wetting and Drying Variability of the Shallow Subsurface Beneath a Snowpack in California’s Southern Sierra Nevada,"Webb, R.W., Fassnacht, S.R., Gooseff, M.N. ",2015,10.2136/vzj2014.12.0182,Vadose Zone Journal.
Sensible Heat Balance Estimates of Transient Soil Ice Contents.,"Kojima, Y., Heitman, J.L., Flerchinger, G.N., Ren, T., and R. Horton ",2016,10.2136/vzj2015.10.0134,Vadose Zone Journal
Critical Zone Research and Observatories: Current Status and Future Perspectives,"Guo, Li and Lin, Henry ",2016,10.2136/vzj2016.06.0050,"Vadose Zone Journal, vol "
Testing the Fill-and-Spill Model of Subsurface Lateral Flow Using Ground-Penetrating Radar and Dye Tracing,"Nyquist, J. E., L. Toran, L. Pitman, L. Guo, and H. Lin ",2018,10.2136/vzj2017.07.0142,"Vadose Zone Journal, "
The Effect of Lithology and Agriculture at the Susquehanna Shale Hills Critical Zone Observatory,"Li Li, DiBiase Roman A., Del Vecchio Joanmarie, Marcon Virginia, Hoagland Beth, Xiao Dacheng, Wayman Callum, Tang Qicheng, He Yuting, Silverhart Perri, Szink Ismaiel, Forsythe Brandon, Williams Jennifer Z., Shapich Dan, Mount Gregory J., Kaye Jason, Guo Li, Lin Henry, Eissenstat David, Dere Ashlee, Brubaker Kristen, Kaye Margot, Davis Kenneth J., Russo Tess A., Brantley Susan L.  ",2018,10.2136/vzj2018.03.0063,"Vadose Zone Journal, "
"Southern Sierra Critical Zone Observatory and Kings River Experimental Watersheds: A Synthesis of Measurements, New Insights, and Future Directions","O'Geen, A.; Safeeq, M.; Wagenbrenner, J.; Stacy, E.; Hartsough, P.; Devine, S.; Tian, Z.; Ferrell, R.; Hopmans, J.W.; and Bales, R. ",2018,10.2136/vzj2018.04.0081,"Vadose Zone Journal, "
The Intensively Managed Landscape Critical Zone Observatory: A Scientific Testbed for Understanding Critical Zone Processes in Agroecosystems,"Wilson, C.G., Abban, B., Keefer, L.L., Wacha, K., Dermisis, D., Giannopoulos, C., Zhou, S., Goodwell, A.E., Woo, D.K., Yan, Q., Ghadiri, M., Stumpf, A., Pitcel, M., Lin, Y-F, Marini, L., Storsved, B., Goff, K., Vogelgesang, J., Dere, A., Schilling, K.E., Muste, M., Blair, N.E., Rhoads, B., Bettis, A., Pai, H., Kratt, C., Sladek, C., Wing, M., Selker, J., Tyler, S., Lin, H., Kumar, P., and Papanicolaou, A.N. ",2018,10.2136/vzj2018.04.0088,Vadose Zone Journal
Susquehanna Shale Hills Critical Zone Observatory:  Shale Hills in the Context of Shaver's Creek Watershed,"Brantley Susan, White Timothy, West Nicole, Williams Jennifer, Forsythe Brandon, Shapich Dan, Kaye Jason, Lin Hangsheng ",Henry,10.2136/vzj2018.04.0092,"Vadose Zone Journal, "
Reynolds Creek Experimental Watershed and Critical Zone Observatory,"Seyfried, M. S., Lohse, K. A., Marks, D., Flerchinger, G. N., Pierson, F., Holbrook, S.  ",2018,10.2136/vzj2018.07.0129,Vadoze Zone Journal
Toward Better Understanding of Terrestrial Processes through Long-Term Hydrological Observatories (Introduction to Special Section: Hydrological Observatories),"BOGENA, H.R., T. WHITE, O. BOUR, K.H. JENSEN ",2019,10.2136/vzj2018.10.0194,"Vadose Zone Journal, "
Characterization of deep weathering and nanoporosity development in shale – A neutron study.,"Jin, L., Rother, G., Cole, D., Mildner, D., Duffy, C., Brantley, S.L. ",2011,10.2138/am.2011.3598,American Mineralogist
Soil chemical change during three decades in an old-field Loblolly Pine (Pinus taeda L.) ecosystem,"Richter, D.D., D. Markewitz, C.G. Wells, H.L. Allen, R. April, P.R. Heine, B. Urrego ",1994,10.2307/1937469,Ecology
Reduction of Bedrock blocks as corestones in the weathering Profile: Observations and Model.,"Fletcher R. C., Brantley S.L. ",2010,10.2475/03.2010.01,"American Journal of Science, Col. "
Oxidative Dissolution under the Channel Leads Geomorphological Evolution at the Shale Hills Catchment,"Sullivan, P.L., Hynek, S., Gu, X., Singha, K., White, T.S., West, N., Kim, H., Kirby, E., Clarke, B.; Duffy, C.; Brantley, S.L. ",2016,10.2475/10.2016.02,"American Journal of Science, "
Factoring in canopy cover heterogeneity on evapotranspiration partitioning: Beyond big-leaf surface homogeneity assumptions,"Villegas J.C., Espeleta J.E., Morrison C.T., Breshears D.D., and Huxman T.E. ",2014,10.2489/jswc.69.3.78A,Journal of Soil and Water Conservation
"Suspended sediment supply dominated by bank erosion in a low-gradient agricultural watershed, Wildcat Slough, Fisher, Illinois, United States","Neal, C.W.M. and Anders, A.M. ",2015,10.2489/jswc.70.3.145,Journal of Soil and Water Conservation
Recent hydrologic change in a Colorado alpine basin: an indicator of permafrost thaw?,"Caine, N ",2010,10.3189/172756411795932074,Annals of Glaciology
A coupled surface-subsurface modeling framework to assess the impact of climate change on freshwater wetlands: a case study of seven watersheds of the Susquehanna River Basin,"Yu Xuan, Gopal Bhatt, Christopher Duffy, Denice Wardrop, Raymond Najjar, Andrew Ross, Matthew Rydzik ",2015,10.3354/cr01348,"Climate Research, "
Impacts of Quaternary History on Critical Zone Structure and Processes: Examples and a Conceptual Model from the Intensively Managed Landscapes Critical Zone Observatory,"Anders, A.M., Bettis, E.A., Grimley, D.A., Stumpf, A.J., and Kumar, P. ",2018,10.3389/feart.2018.00024,Frontiers in Earth Science
Subsurface Pore Water Contributions to Stream Concentration-Discharge Relations Across a Snowmelt Hydrograph,"Olshansky Y., White A.M., Moravec B.G., McIntosh J., Chorover J. ",2018,10.3389/feart.2018.00181,Frontiers in Earth Science
Solute Fluxes Through Restored Prairie and Intensively Managed Critical Zones in Nebraska and Iowa,"Dere, A.L., Miller, A.W., Hemje, A.M., Parcher, S.K., Capalli, C.A., and Bettis, E.A. ",2019,10.3389/feart.2019.00024,Frontiers in Earth Science
Distinct contributions of eroding and depositional profiles to land-atmosphere CO2 exchange in two contrasting forests,"Billings, Sharon A., Daniel de B. Richter, Susan E. Ziegler, Karen Prestegaard, and Anna M. Wade ",2019,10.3389/feart.2019.00036,Frontiers in Earth Science
Hysteretic response of solutes and turbidity at the event scale across forested tropical montane watersheds,"Wymore, A., Leon M.C., Shanley J.B. McDowell W.H. ",2019,10.3389/feart.2019.00126,Frontiers in Earth Science Biogeoscience
Targeting Extreme Events: Complementing Near-Term Ecological Forecasting With Rapid Experiments and Regional Surveys,"Redmond M.D., Law D.J., Field J.P., Meneses N., Carroll C.J.W., Wion A.P., Breshears D.D., Cobb N.S., Dietze M.C. and Gallery R.E. ",2019,10.3389/fenvs.2019.00183,Frontiers in Environmental Science
"Spatiotemporal heterogeneity of water flowpaths controls dissolved organic carbon sourcing in a snow-dominated, headwater catchment","Radke, A. G, Godsey, S. E., Lohse, K. A., McCorkle, E., Perdrial, J., Seyfried, M. S., Holbrook, W.S.   ",2019,10.3389/fevo.2019.00046,Frontiers in Ecology and Evolution
Plant Accessible Water Storage Capacity and Tree-Scale Root Interactions Determine How Forest Density Reductions Alter Forest Water Use and Productivity,"TAGUE, C.L., & M.A. MORITZ ",2019,10.3389/ffgc.2019.00036,Frontiers in Forests and Global Change
Belowground Response to Drought in a Tropical Forest Soil. I. Changes in Microbial Functional Potential and Metabolism,"Bouskill,Nick Wood,Tana E Baran ,Richard Hao, Zhao Ye, Zaw Bowen, Benjamin P Lim, HsiaoChien Nico, Peter Holman, Hoi-Ying Gilbert, Benjamin Silver, Whendee Northen, Trent R Brodie, Eoin L ",2016,10.3389/fmicb.2016.00525,Frontiers in Microbiology
"Carbon availability modifies temperature responses of heterotrophic microbial respiration, carbon uptake affinity, and stable carbon isotope discrimination","Min, Kyungjin, Christoph A. Lehmeier, Ford Ballantyne IV, and Sharon A. Billings ",2016,10.3389/fmicb.2016.02083,Frontiers in Microbiology
"Storm-induced Dynamics of Particulate Organic Carbon in Clear Creek, Iowa: An Intensively Managed Landscape Critical Zone Observatory Story","Kim, J., Blair, N.E., Ward, A.S., and Goff, K. ",2020,10.3389/frwa.2020.578261,Frontiers in Water
Bundled Causal History Interaction,"Jiang, P., and Kumar, P. ",2020,10.3390/e22030360,Entropy
"Soil Biology Research across Latitude, Elevation and
Disturbance Gradients: A Review of Forest Studies
from Puerto Rico during the Past 25 Years","González, G. ",2017,10.3390/f8060178,Forests
Disturbance Alters the Relative Importance of Topographic and Biogeochemical Controls on Microbial Activity in Temperate Montane Forests,"Lybrand R.A., Gallery R.E., Trahan N.A., Moore D.J.P. ",2018,10.3390/f9020097,Forests
Litterfall Production Prior to and during Hurricanes Irma and Maria in Four Puerto Rican Forests,"Liu, X., Zeng, X., Zou, X., González, G., Wang, C., & Yang, S.  ",2018,10.3390/f9060367,Forests
Litterfall Production Prior to and during Hurricanes Irma and Maria in Four Puerto Rican Forests,"Xianbin Liu, Xiucheng Zeng, Xiaoming Zou, Grizelle González, Chao Wang, Si Yang ",2018,10.3390/f9060367,Forests
"The Role of Hydraulic Connectivity and Management on Soil Aggregate Size and Stability in the Clear Creek Watershed, Iowa","Wacha, K.M., Papanicolaou, A.N. Giannopoulos, C.P., Abban, B.K., Wilson, C.G., Zhou, S., Hatfield, J.L., Filley, T.R., and Hou, T. ",2018,10.3390/geosciences8120470,Geosciences
Historical land use dynamics in the highly degraded landscape of the Calhoun Critical Zone Observatory,"Coughlan, Michael R., Donald R. Nelson, Michael Lonneman, and Ashley E. Block ",2017,10.3390/land6020032,Land
"Hurricane Maria in the U.S. Caribbean: Disturbance Forces, Variation of Effects, and Implications for Future Storms","Van Beusekom, A.E. Álvarez-Berríos N.L. Gould W.A., Quiñones M. González, G. ",2018,10.3390/rs10091386,Remote sensing
Evaluation of SMAP freeze/thaw retrieval accuracy at core validation sites in the contiguous United States,"Kraatz, S., Jacobs, J.M., Schroder, R., Cho, E., Cosh, M., Seyfried, M., Prueger, J., and S. Livingston ",2018,10.3390/rs10091483,Remote Sensing
"Canopy Effects on Snow Accumulation: Observations from Lidar, Canonical-View Photos, and Continuous Ground Measurements from Sensor Networks","Zheng, Z.; Ma, Q.; Qian, K.; Bales, R.C. ",2018,10.3390/rs10111769,"Remote Sensing, "
Long-Term (1986–2015) Crop Water Use Characterization over the Upper Rio Grande Basin of United States and Mexico Using Landsat-Based Evapotranspiration,"Senay G.B., Schauer M., Velpuri N.M., Singh R.K., Kagone S., Friedrichs M., Litvak M.E., and Douglas-Mankin K.R. ",2019,10.3390/rs11131587,Remote Sensing
Abrupt change in forest height along a tropical elevation gradient detected using airborne LiDAR.,"Wolf, J., Brocard, G.Y., Willenbring, J.K., Porder, S., Uriarte, M.  ",2016,10.3390/rs8100864,Journal of Geophysical Research- Earth Surface
"Lidar aboveground vegetation biomass estimates in shrublands: Prediction, uncertainties and application to coarser scales","Li, A., Dhakal, S., Glenn, N.F., Spaete, L.P., Shinneman, D.J., Pilliod, D.S., Arkle, R.S. and S. McIlroy ",2017,10.3390/rs9090903,Remote Sensing
Controls on Soil Organic Carbon Partitioning and Stabilization in the California Sierra Nevada,"Rasmussen C., Throckmorton H., Liles G., Heckman K., Meding S., and Horwath W.R. ",2018,10.3390/soilsystems2030041,Soil Systems
Controls on Soil Organic Carbon Partitioning and Stabilization in the California Sierra Nevada,"Rasmussen C., Throckmorton H., Liles G., Heckman K., Meding S., and Horwath W.R. ",2018,10.3390/soilsystems2030041,Soil Systems
Hot Spots and Hot Moments of Soil Moisture Explain Fluctuations in Iron and Carbon Cycling in a Humid Tropical Forest Soil,"Diego Barcellos, Christine S. O’Connell, Whendee Silver, Christof Meile, Aaron Thompson ",2018,10.3390/soilsystems2040059,Soil Systems
Ubiquitous Fractal Scaling and Filtering Behavior of Hydrologic Fluxes and Storages from A Mountain Headwater Catchment,"Dwivedi R., Knowles J.F., Eastoe C., Minor R., Abramson N., Mitra B., Wright W.E., McIntosh J., Meixner T., Ferre P.A.T., Castro C., Niu G.-Y., Barron-Gafford G.A., Stanley M., and Chorover J. ",2020,10.3390/w12020613,Water
Urban Evolution: The Role of Water,"Kaushal, S.S., McDowell, W.H., Wollheim, W.M., Newcomer Johnson, T.A., Mayer, P.M., Belt, K.T. and Pennino, M.J. ",2015,10.3390/w7084063,Water
Effects of Model Spatial Resolution on Ecohydrologic Predictions and Their Sensitivity to Inter-Annual Climate Variability,"Son, K.,  Tague, C., Hunsaker C.  ",2016,10.3390/w8080321,Hillslope and Watershed Hydrology
Study of the Spatiotemporal Characteristics of Meltwater Contribution to the Total Runoff in the Upper Changjiang River Basin,"Fang Y.-H., Zhang X., Niu G.-Y., Zeng W., Zhu J., Zhang T. ",2017,10.3390/w9030165,Water
An Ontology Driven Relational Geochemical Database for the Earth’s Critical Zone:  CZchemDB,"Niu Xianzeng, Jennifer Z. Williams, Doug Miller, Kerstin Lehnert, Brian Bills, Susan L. Brantley ",2014,10.3808/jei.201400266,"Journal of Environmental Informatics, vol "
Effects of Land Cover on Streamflow Variability in a Small Iowa Watershed: Assessing Future Vulnerabilities,"Schilling, K., M. Streeter, K. Hutchinson, C.G. Wilson, B.K. Abban, K.M. Wacha and A.N. Papanicolaou ",2015,10.3844/ajessp.2015.186.198,American Journal of Environmental Sciences
Boulder Creek Critical Zone Observatory Data Management Plan,"Fey, J. ",2016,10.3897/rio.2.e9419,Research Ideas and Outcomes
Defining Soil and Water Assessment Tool (SWAT) hydrologic response units (HRUs) by field boundaries,"Kalcic, M.M., I. Chaubey, and J. Frankenberger ",2015,10.3965/j.ijabe.20150803.951,International Journal of Agricultural and Biological Engineering
Exploring the role of domain partitioning on efficiency of parallel distributed hydrologic model simulations,"Kumar, M., and Duffy, C. J. ",2015,10.4172/2325-9647.1000119,Journal of Hydrogeology & Hydrologic Engineering
Exploring the role of domain partitioning on efficiency of parallel distributed hydrologic model simulations,"Kumar, M., and Duffy, C. J. ",2015,10.4172/2325-9647.1000119,Journal of Hydrogeology & Hydrologic Engineering
Impact of long-range transported African dust on cloud water chemistry at a tropical montane cloud forest in northeastern Puerto Rico,"Valle-Díaz, C.J., E. Torres-Delgado, S.M. Colón-Santos, T. Lee, J.L. Collett Jr., W.H. McDowell, and O.L. Mayol-Bracero ",2016,10.4209/aaqr.2015.05.0320,Aerosol and Air Quality Research
A model of degradation and production of three pools of dissolved organic matter in an alpine lake.,"Miller, M.P., McKinight, D.M., Chpara, S.C., Williams, M.W. ",2009,10.4319/lo.2009.54.6.2213,Limnology and Oceanography
Stratigraphic controls on surface water-groundwater exchange and geochemical fluxes across the sediment-water interface of an estuary,"Sawyer, A.H., O. Lazareva, K. Kroeger, K. Crespo, T. Stieglitz, C.S. Chan, and H.A. Michael ",2014,10.4319/lo.2014.59.3.0997,"Limnology & Oceanography, "
Measuring heterotrophic respiration rates of suspended particulate organic carbon from stream ecosystems,"Richardson, D. C., J. D. Newbold, A. K. Aufdenkampe, P. G. Taylor, and L. A. Kaplan ",2013,10.4319/lom.2013.11.247,Limnology and Oceanography-Methods
Improving automated phosphorus measurements in freshwater: an analytical approach to eliminating silica interference,"Koenig, L.E., A.J. Baumann, and W.H. McDowell ",2014,10.4319/lom.2014.12.223,Limnology and Oceanography: Methods. Limnology and Oceanography: Methods
Solute-specific scaling of inorganic nitrogen and phosphorus uptake in streams,"Hall, R. O., Jr., M. A. Baker, E. J. Rosi-Marshall, J. L. Tank, and J. D. Newbold ",2013,10.5194/bg-10-7323-2013,Biogeosciences
Solute-specific scaling of inorganic nitrogen and phosphorus uptake in streams,"Hall, R. O., Jr., M. A. Baker, E. J. Rosi-Marshall, J. L. Tank, and J. D. Newbold ",2013,10.5194/bg-10-7323-2013,Biogeosciences
Large fluxes and rapid turnover of mineral-associated carbon across topographic gradients in a humid tropical forest: insights from paired 14C analysis,"Hall, S.J., McNicol, G., Natake T., Silver W.L. ",2015,10.5194/bg-12-2471-2015,Biogeosciences
Soil carbon and nitrogen erosion in forested catchments: implications for erosion-induced terrestrial carbon sequestration.,"Stacy, E., Hart, S.C., Hunsaker, C.T., Johnson, D.W., Berhe, A.A. ",2015,10.5194/bg-12-4861-2015,"Biogeosciences, "
Temperature-mediated changes in microbial carbon use efficiency and 13C discrimination,"Lehmeier, C.A., F. Ballantyne IV, K. Min, and S.A. Billings ",2016,10.5194/bg-13-3319-2016,Biogeosciences
Reviews and syntheses: measuring ecosystem nitrogen status – a comparison of proxies,"Almaraz, M. and Porder, S. ",2016,10.5194/bg-13-5395-2016,Biogeosciences
Quantifying nutrient uptake as driver of rock weathering in forest ecosystems by magnesium stable isotopes,"Uhlig, D., Schuessler, J.A., Bouchez, J., Dixon, J.L., von Blanckenburg, F. ",2017,10.5194/bg-14-3111-2017,Biogeosciences
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
